product_name,url,sku,overall_rating,rating,headline,review,sentiment,date,author
ATA ATA55ULS- 55-inch 4K Smart TV frameless,https://www.jumia.com.eg/ata55a114-f-p-s-55-inch-uhd-led-smart-tv-ata-mpg895267.html,AT933EL0LW3VKNAFAMZ,4 out of 5,5 out of 5,جيد جدا,جيد جدا,neutral,16-02-2022,by عبدالرحيم
ATA ATA55ULS- 55-inch 4K Smart TV frameless,https://www.jumia.com.eg/ata55a114-f-p-s-55-inch-uhd-led-smart-tv-ata-mpg895267.html,AT933EL0LW3VKNAFAMZ,4 out of 5,5 out of 5,السعر رائع التلفزيون  ممتازة جدا جدا,جيدااا,neutral,25-12-2019,by ahmed mahmoud
ATA ATA55ULS- 55-inch 4K Smart TV frameless,https://www.jumia.com.eg/ata55a114-f-p-s-55-inch-uhd-led-smart-tv-ata-mpg895267.html,AT933EL0LW3VKNAFAMZ,4 out of 5,4 out of 5,جيد,الحمد لله,neutral,24-12-2019,by أحمد
ATA ATA55ULS- 55-inch 4K Smart TV frameless,https://www.jumia.com.eg/ata55a114-f-p-s-55-inch-uhd-led-smart-tv-ata-mpg895267.html,AT933EL0LW3VKNAFAMZ,4 out of 5,4 out of 5,جيد,"كويسة جدا ماعدا نقطتين 
١.اليوتيوب مش شغال اصلا 
٢. الجوجل ستور موجود بس للاسف حاولت انزل برامج مثلا زي ايجي بيست مبيشتغلش بردو .
بخلاف ذلك ممتازة كا تحكم في السيتينج والدخول والخروج من القوائم مقارنة بالسعر تكون جيدة",neutral,21-12-2019,by محمد
ATA ATA55ULS- 55-inch 4K Smart TV frameless,https://www.jumia.com.eg/ata55a114-f-p-s-55-inch-uhd-led-smart-tv-ata-mpg895267.html,AT933EL0LW3VKNAFAMZ,4 out of 5,5 out of 5,رائعه,"ممتازه بالنسبه لسعرها و امكانياتها حلوه تربط موبايل و تعرض محتوياته و اندرويد و تصفح و جوده الصوره حلوه جدا كمان احلى لو رسيفر HD فلاش و يوتيوب و حاجات كتير حلوه 
شكرا جومياااااااااااااااااااااا",neutral,03-12-2019,by Emad
ATA ATA55ULS- 55-inch 4K Smart TV frameless,https://www.jumia.com.eg/ata55a114-f-p-s-55-inch-uhd-led-smart-tv-ata-mpg895267.html,AT933EL0LW3VKNAFAMZ,4 out of 5,5 out of 5,More than perfect,Thank you for making me this happy,positive,25-11-2019,by Nadine
Cottonil - Set Of (6) Boxer Every Day,https://www.jumia.com.eg/cottonil-set-of-6-boxer-every-day-70757511.html,CO251MW06W3VFNAFAMZ,4 out of 5,2 out of 5,الالوان مكرره,اللون متكرر,neutral,23-03-2025,by Tarek
Cottonil - Set Of (6) Boxer Every Day,https://www.jumia.com.eg/cottonil-set-of-6-boxer-every-day-70757511.html,CO251MW06W3VFNAFAMZ,4 out of 5,5 out of 5,so comfortable,I love It,positive,20-03-2025,by Zaina
Cottonil - Set Of (6) Boxer Every Day,https://www.jumia.com.eg/cottonil-set-of-6-boxer-every-day-70757511.html,CO251MW06W3VFNAFAMZ,4 out of 5,1 out of 5,سئ,المقاسات مش صح في قطعتين مقاسهم صح وقطعتين مكتوب عليهم المقاس لكن الحقيقه انهم ضايقين جدا واللي مكتوب مش صح,neutral,02-03-2025,by morad
Cottonil - Set Of (6) Boxer Every Day,https://www.jumia.com.eg/cottonil-set-of-6-boxer-every-day-70757511.html,CO251MW06W3VFNAFAMZ,4 out of 5,3 out of 5,وسط,هات مقاس اكبر لو لارج اطلب اكس لارج,neutral,11-09-2024,by Abdelrazik
Cottonil - Set Of (6) Boxer Every Day,https://www.jumia.com.eg/cottonil-set-of-6-boxer-every-day-70757511.html,CO251MW06W3VFNAFAMZ,4 out of 5,1 out of 5,خامه مش حلوه,تحسين الجوده,neutral,29-08-2024,by كيرلس
Unionaire MEGAFY 012_CR Cooling Only Air Conditioner  - 1.5 Hp,https://www.jumia.com.eg/megafy-012cr-cooling-only-air-conditioner-1.5-hp-unionaire-mpg3823276.html,UN045HL0VH0MDNAFAMZ,3.9 out of 5,5 out of 5,تحفه,"صوت منخفض الكومبرسور صوته لا يذكر ورائع 
خدمه ما بعد البيع من الشركه ممتازه 
انصح بيه",neutral,12-08-2025,by Amira Mohsen
Unionaire MEGAFY 012_CR Cooling Only Air Conditioner  - 1.5 Hp,https://www.jumia.com.eg/megafy-012cr-cooling-only-air-conditioner-1.5-hp-unionaire-mpg3823276.html,UN045HL0VH0MDNAFAMZ,3.9 out of 5,5 out of 5,كويس,التكييف وصل بدون الحامل الخارجي للوحده الخارجية,neutral,07-08-2025,by Ashraf
Unionaire MEGAFY 012_CR Cooling Only Air Conditioner  - 1.5 Hp,https://www.jumia.com.eg/megafy-012cr-cooling-only-air-conditioner-1.5-hp-unionaire-mpg3823276.html,UN045HL0VH0MDNAFAMZ,3.9 out of 5,5 out of 5,كويس جدا,"التكييف كويس جدا مش أول مرة نجرب يونيون إير في التكييفات
والتغليف والنقل ممتاز",neutral,07-05-2025,by ***
Unionaire MEGAFY 012_CR Cooling Only Air Conditioner  - 1.5 Hp,https://www.jumia.com.eg/megafy-012cr-cooling-only-air-conditioner-1.5-hp-unionaire-mpg3823276.html,UN045HL0VH0MDNAFAMZ,3.9 out of 5,5 out of 5,تبريد ممتاز,تبريد و صوت و صعر و شكل ممتاز,neutral,06-08-2024,by Amr
Molped Ultra - Fresh & Comfort - Family Pack - Long - 40 Pads,https://www.jumia.com.eg/molped-ultra-fresh-comfort-family-pack-long-40-pads-84830146.html,MO797HB125YUGNAFAMZ,4.4 out of 5,5 out of 5,perfect,,neutral,27-07-2025,by MAI
Molped Ultra - Fresh & Comfort - Family Pack - Long - 40 Pads,https://www.jumia.com.eg/molped-ultra-fresh-comfort-family-pack-long-40-pads-84830146.html,MO797HB125YUGNAFAMZ,4.4 out of 5,5 out of 5,بستعملها  على طول,حلوة قوي,neutral,10-04-2025,by Mohamad
Molped Ultra - Fresh & Comfort - Family Pack - Long - 40 Pads,https://www.jumia.com.eg/molped-ultra-fresh-comfort-family-pack-long-40-pads-84830146.html,MO797HB125YUGNAFAMZ,4.4 out of 5,1 out of 5,لسه هستخدمها بالنسبه لسعرها كويس,لسه هستخدمها بالنسبه لسعرها كويس,neutral,06-04-2025,by مياده
Molped Ultra - Fresh & Comfort - Family Pack - Long - 40 Pads,https://www.jumia.com.eg/molped-ultra-fresh-comfort-family-pack-long-40-pads-84830146.html,MO797HB125YUGNAFAMZ,4.4 out of 5,4 out of 5,جيد,حلوة وكويسة,neutral,25-12-2024,by Aya
Molped Ultra - Fresh & Comfort - Family Pack - Long - 40 Pads,https://www.jumia.com.eg/molped-ultra-fresh-comfort-family-pack-long-40-pads-84830146.html,MO797HB125YUGNAFAMZ,4.4 out of 5,5 out of 5,Good,كويسة جداا ومش بتكلكع,neutral,07-11-2024,by Nada
Molped Ultra - Fresh & Comfort - Family Pack - Long - 40 Pads,https://www.jumia.com.eg/molped-ultra-fresh-comfort-family-pack-long-40-pads-84830146.html,MO797HB125YUGNAFAMZ,4.4 out of 5,5 out of 5,.N,Perfect one,positive,13-10-2024,by Nehal
Molped Ultra - Fresh & Comfort - Family Pack - Long - 40 Pads,https://www.jumia.com.eg/molped-ultra-fresh-comfort-family-pack-long-40-pads-84830146.html,MO797HB125YUGNAFAMZ,4.4 out of 5,3 out of 5,لسه مجربتوش بس بيقولوا حلوة,واشتريتها لأن الناس بتشكر فيها,neutral,30-07-2024,by Khalil
Molped Ultra - Fresh & Comfort - Family Pack - Long - 40 Pads,https://www.jumia.com.eg/molped-ultra-fresh-comfort-family-pack-long-40-pads-84830146.html,MO797HB125YUGNAFAMZ,4.4 out of 5,5 out of 5,جودة تحفة,جميل جدا,neutral,06-06-2024,by Basma Abdelfatah
Rivoli Soap - 110 G - 4 Pcs - tuberose & vanilla,https://www.jumia.com.eg/rivoli-soap-110-g-4-pcs-tuberose-vanilla-24675971.html,RI555FF0AOW7ENAFAMZ,4.4 out of 5,4 out of 5,حلوه جدا,والسعر حلو,neutral,22-07-2025,by Marya
Rivoli Soap - 110 G - 4 Pcs - tuberose & vanilla,https://www.jumia.com.eg/rivoli-soap-110-g-4-pcs-tuberose-vanilla-24675971.html,RI555FF0AOW7ENAFAMZ,4.4 out of 5,5 out of 5,عرض حلو,عرض حلو,neutral,22-07-2025,by Mona
Rivoli Soap - 110 G - 4 Pcs - tuberose & vanilla,https://www.jumia.com.eg/rivoli-soap-110-g-4-pcs-tuberose-vanilla-24675971.html,RI555FF0AOW7ENAFAMZ,4.4 out of 5,3 out of 5,بتفرول,بتفرول,neutral,12-06-2025,by Marwa
Rivoli Soap - 110 G - 4 Pcs - tuberose & vanilla,https://www.jumia.com.eg/rivoli-soap-110-g-4-pcs-tuberose-vanilla-24675971.html,RI555FF0AOW7ENAFAMZ,4.4 out of 5,5 out of 5,جميل,❤️,neutral,01-06-2025,by خالد
Rivoli Soap - 110 G - 4 Pcs - tuberose & vanilla,https://www.jumia.com.eg/rivoli-soap-110-g-4-pcs-tuberose-vanilla-24675971.html,RI555FF0AOW7ENAFAMZ,4.4 out of 5,5 out of 5,حلو وسعره حلو,الموڤ ريحته حلوة,neutral,27-05-2025,by هبه
Rivoli Soap - 110 G - 4 Pcs - tuberose & vanilla,https://www.jumia.com.eg/rivoli-soap-110-g-4-pcs-tuberose-vanilla-24675971.html,RI555FF0AOW7ENAFAMZ,4.4 out of 5,5 out of 5,tsh ikm,٣٦خن عبي,neutral,25-05-2025,by ولاء
Rivoli Soap - 110 G - 4 Pcs - tuberose & vanilla,https://www.jumia.com.eg/rivoli-soap-110-g-4-pcs-tuberose-vanilla-24675971.html,RI555FF0AOW7ENAFAMZ,4.4 out of 5,5 out of 5,رائع,حلو جدا و ريحته حلوة جدا,neutral,18-05-2025,by Samar
Rivoli Soap - 110 G - 4 Pcs - tuberose & vanilla,https://www.jumia.com.eg/rivoli-soap-110-g-4-pcs-tuberose-vanilla-24675971.html,RI555FF0AOW7ENAFAMZ,4.4 out of 5,5 out of 5,رائع,صابون ريفولي جودة وسعر,neutral,09-02-2025,by Hassan
Rivoli Soap - 110 G - 4 Pcs - tuberose & vanilla,https://www.jumia.com.eg/rivoli-soap-110-g-4-pcs-tuberose-vanilla-24675971.html,RI555FF0AOW7ENAFAMZ,4.4 out of 5,4 out of 5,منتج جميل,منتج جميل,neutral,12-01-2025,by hani khaled
Rivoli Soap - 110 G - 4 Pcs - tuberose & vanilla,https://www.jumia.com.eg/rivoli-soap-110-g-4-pcs-tuberose-vanilla-24675971.html,RI555FF0AOW7ENAFAMZ,4.4 out of 5,4 out of 5,جيد,جيد جودتها معقولة,neutral,12-01-2025,by Fekry
Garnier Micellar Water Face Cleanser & Daily Make-up Remover - 400ml,https://www.jumia.com.eg/garnier-micellar-water-face-cleanser-daily-make-up-remover-400ml-23049671.html,GA737HB0AJ8SWNAFAMZ,4.4 out of 5,5 out of 5,جيد,منتج رائع,neutral,21-08-2025,by Posy
Garnier Micellar Water Face Cleanser & Daily Make-up Remover - 400ml,https://www.jumia.com.eg/garnier-micellar-water-face-cleanser-daily-make-up-remover-400ml-23049671.html,GA737HB0AJ8SWNAFAMZ,4.4 out of 5,5 out of 5,تحفة,❤️,neutral,11-08-2025,by Ghada Kandil
Garnier Micellar Water Face Cleanser & Daily Make-up Remover - 400ml,https://www.jumia.com.eg/garnier-micellar-water-face-cleanser-daily-make-up-remover-400ml-23049671.html,GA737HB0AJ8SWNAFAMZ,4.4 out of 5,5 out of 5,منتج جيد,منتج جيد,neutral,06-08-2025,by Samar
Garnier Micellar Water Face Cleanser & Daily Make-up Remover - 400ml,https://www.jumia.com.eg/garnier-micellar-water-face-cleanser-daily-make-up-remover-400ml-23049671.html,GA737HB0AJ8SWNAFAMZ,4.4 out of 5,4 out of 5,كويس,قيمة مقابل سعر كويس الصراحة,neutral,30-07-2025,by Marwa
Garnier Micellar Water Face Cleanser & Daily Make-up Remover - 400ml,https://www.jumia.com.eg/garnier-micellar-water-face-cleanser-daily-make-up-remover-400ml-23049671.html,GA737HB0AJ8SWNAFAMZ,4.4 out of 5,5 out of 5,منتج محترم,اصلى,neutral,09-07-2025,by amera
Garnier Micellar Water Face Cleanser & Daily Make-up Remover - 400ml,https://www.jumia.com.eg/garnier-micellar-water-face-cleanser-daily-make-up-remover-400ml-23049671.html,GA737HB0AJ8SWNAFAMZ,4.4 out of 5,4 out of 5,حلو,غني عن التعريف طبعا كوبس و سعره مناسب جدا,neutral,06-07-2025,by Menna
Garnier Micellar Water Face Cleanser & Daily Make-up Remover - 400ml,https://www.jumia.com.eg/garnier-micellar-water-face-cleanser-daily-make-up-remover-400ml-23049671.html,GA737HB0AJ8SWNAFAMZ,4.4 out of 5,5 out of 5,اصلي,سعره جميل في العرض,neutral,29-06-2025,by yasmin ahmed
Garnier Micellar Water Face Cleanser & Daily Make-up Remover - 400ml,https://www.jumia.com.eg/garnier-micellar-water-face-cleanser-daily-make-up-remover-400ml-23049671.html,GA737HB0AJ8SWNAFAMZ,4.4 out of 5,5 out of 5,ممتاز,المنتج كويس جدا لا غنى عنه واحلى حاجة مش بيحرق العين بس المشكلة كان جوا الكيس منزل شوية من المنتج اظن مشكلة شحن,neutral,15-06-2025,by Huda
Garnier Micellar Water Face Cleanser & Daily Make-up Remover - 400ml,https://www.jumia.com.eg/garnier-micellar-water-face-cleanser-daily-make-up-remover-400ml-23049671.html,GA737HB0AJ8SWNAFAMZ,4.4 out of 5,5 out of 5,J'aime,جيد ????????✨,neutral,10-06-2025,by أم سلمان
Garnier Micellar Water Face Cleanser & Daily Make-up Remover - 400ml,https://www.jumia.com.eg/garnier-micellar-water-face-cleanser-daily-make-up-remover-400ml-23049671.html,GA737HB0AJ8SWNAFAMZ,4.4 out of 5,5 out of 5,جميل جدا,منتج حلو اوى,neutral,25-05-2025,by Hesham
Casio  FX991es plus 2ed Thailand,https://www.jumia.com.eg/casio-fx991es-plus-2ed-thailand-107119084.html,CA616SN2G63VMNAFAMZ,4.2 out of 5,1 out of 5,الامانة فى العرض,"المنتج غير اصلى و يعتبر غش تتحمله شركة جوما و يؤثر على سمعتها .. لا بد من تحرى  البائع  و فرض عقوبات عليه 
عند قراءة الباركود يقوم بإدخالك إلى موقع الشركة و لا يثبت أصلية المنتج او ارتباطه  بشركة   casio
المتج هاى كوبى .. كان يلزم البائع الإفصاح بدلا من الغش لا سامحهم الله",neutral,10-08-2025,by Ahmed
Casio  FX991es plus 2ed Thailand,https://www.jumia.com.eg/casio-fx991es-plus-2ed-thailand-107119084.html,CA616SN2G63VMNAFAMZ,4.2 out of 5,5 out of 5,محل الثقة,منتج جميل ورائع وتم التأكد انه اصلي . شكرا لسرعة التوصيل وشكرا شركة جوميا,neutral,06-08-2025,by Mohamed
Casio  FX991es plus 2ed Thailand,https://www.jumia.com.eg/casio-fx991es-plus-2ed-thailand-107119084.html,CA616SN2G63VMNAFAMZ,4.2 out of 5,5 out of 5,ممتازه,الجوده,neutral,21-05-2025,by Sameh
Casio  FX991es plus 2ed Thailand,https://www.jumia.com.eg/casio-fx991es-plus-2ed-thailand-107119084.html,CA616SN2G63VMNAFAMZ,4.2 out of 5,5 out of 5,Good,Very good,positive,27-02-2025,by Yasser
Casio  FX991es plus 2ed Thailand,https://www.jumia.com.eg/casio-fx991es-plus-2ed-thailand-107119084.html,CA616SN2G63VMNAFAMZ,4.2 out of 5,4 out of 5,nice,Nice . but packing was damaged,positive,16-02-2025,by Heba
Casio  FX991es plus 2ed Thailand,https://www.jumia.com.eg/casio-fx991es-plus-2ed-thailand-107119084.html,CA616SN2G63VMNAFAMZ,4.2 out of 5,3 out of 5,الخامه غير جيده,نعم,neutral,15-01-2025,by Mohammed
Casio  FX991es plus 2ed Thailand,https://www.jumia.com.eg/casio-fx991es-plus-2ed-thailand-107119084.html,CA616SN2G63VMNAFAMZ,4.2 out of 5,5 out of 5,good,Good,positive,11-12-2024,by Nashwa
Casio  FX991es plus 2ed Thailand,https://www.jumia.com.eg/casio-fx991es-plus-2ed-thailand-107119084.html,CA616SN2G63VMNAFAMZ,4.2 out of 5,5 out of 5,good price,Original 100 %second edition,positive,09-12-2024,by Esraa
Casio  FX991es plus 2ed Thailand,https://www.jumia.com.eg/casio-fx991es-plus-2ed-thailand-107119084.html,CA616SN2G63VMNAFAMZ,4.2 out of 5,5 out of 5,شكرا جدا,المنتج اصلي الحمدلله,neutral,03-12-2024,by ✨✨
Casio  FX991es plus 2ed Thailand,https://www.jumia.com.eg/casio-fx991es-plus-2ed-thailand-107119084.html,CA616SN2G63VMNAFAMZ,4.2 out of 5,5 out of 5,جهاز اصلى,جهاز اصلى  منتج ممتاز تم التحقق من البار كود,neutral,27-11-2024,by عبدالمجيد
ATA 32 HOS-inch HD LED Smart TV,https://www.jumia.com.eg/32f118-p-s-32d32a124-inch-hd-led-smart-tv-ata-mpg895263.html,AT933EA16J81MNAFAMZ,4.2 out of 5,5 out of 5,شاشة محترمه جدا قيمه مقابل السعر  ????????موديل hos,شاشة محترمه جدا ????????قيمه مقابل السعر بس نقصها مدخل pc,neutral,13-03-2025,by عز الدين
ATA 32 HOS-inch HD LED Smart TV,https://www.jumia.com.eg/32f118-p-s-32d32a124-inch-hd-led-smart-tv-ata-mpg895263.html,AT933EA16J81MNAFAMZ,4.2 out of 5,5 out of 5,جيد,شاشه جيدة,neutral,06-03-2025,by Mostafa
ATA 32 HOS-inch HD LED Smart TV,https://www.jumia.com.eg/32f118-p-s-32d32a124-inch-hd-led-smart-tv-ata-mpg895263.html,AT933EA16J81MNAFAMZ,4.2 out of 5,5 out of 5,اختيار موفق,"التلفزيون إمكانياته كتير حلوة بالنسبة لسعره صوته وصورته واتصاله بالنت ..كان اوفر حقيقي وموفق الحمد لله ..
ملاحظة : وزنه خفيف جدا 
انصح بشراءه",neutral,03-12-2024,by Maya
ATA 32 HOS-inch HD LED Smart TV,https://www.jumia.com.eg/32f118-p-s-32d32a124-inch-hd-led-smart-tv-ata-mpg895263.html,AT933EA16J81MNAFAMZ,4.2 out of 5,5 out of 5,ممتاز,شاشة واضحة والوان جميلة,neutral,04-11-2024,by نهي
ATA 32 HOS-inch HD LED Smart TV,https://www.jumia.com.eg/32f118-p-s-32d32a124-inch-hd-led-smart-tv-ata-mpg895263.html,AT933EA16J81MNAFAMZ,4.2 out of 5,4 out of 5,حلو كويس على قد تمنه,حلو فى حدود تمنه الاسعار نار,neutral,17-03-2024,by محمد
ATA 32 HOS-inch HD LED Smart TV,https://www.jumia.com.eg/32f118-p-s-32d32a124-inch-hd-led-smart-tv-ata-mpg895263.html,AT933EA16J81MNAFAMZ,4.2 out of 5,3 out of 5,جيد,قيمه مقابل سعر,neutral,12-12-2023,by Hassan
ATA 32 HOS-inch HD LED Smart TV,https://www.jumia.com.eg/32f118-p-s-32d32a124-inch-hd-led-smart-tv-ata-mpg895263.html,AT933EA16J81MNAFAMZ,4.2 out of 5,5 out of 5,منتج مممتاز,ممتاز وسعره مناسيب,neutral,27-11-2023,by Wageada
ATA 32 HOS-inch HD LED Smart TV,https://www.jumia.com.eg/32f118-p-s-32d32a124-inch-hd-led-smart-tv-ata-mpg895263.html,AT933EA16J81MNAFAMZ,4.2 out of 5,4 out of 5,جيد,جيده ولكن السعر زيادة شوية,neutral,19-10-2023,by محمد
ATA 32 HOS-inch HD LED Smart TV,https://www.jumia.com.eg/32f118-p-s-32d32a124-inch-hd-led-smart-tv-ata-mpg895263.html,AT933EA16J81MNAFAMZ,4.2 out of 5,4 out of 5,جيد,جارى استعماله منذ 3ايام وحتى اليوم الجهاز جيد جدا,neutral,18-01-2023,by yasser
ATA 32 HOS-inch HD LED Smart TV,https://www.jumia.com.eg/32f118-p-s-32d32a124-inch-hd-led-smart-tv-ata-mpg895263.html,AT933EA16J81MNAFAMZ,4.2 out of 5,5 out of 5,جيد,سعر مناسب وجوده لاباس بها,neutral,17-11-2022,by Najib
Haj Arafa Conditioner Jajoba and Argan Oil - 220 ml,https://www.jumia.com.eg/haj-arafa-conditioner-jajoba-and-argan-oil-220-ml-114962498.html,HA544HB34S2RHNAFAMZ,4.4 out of 5,3 out of 5,ريحته حلوة,حسيته مش بيرطب اوى بس لسة يمكن مش بيظهر تأثيره ف الاول,neutral,26-01-2025,by Eman
Avuva Cherry Blossom Mini Body Splash – For Women – 55ml,https://www.jumia.com.eg/avuva-cherry-blossom-mini-body-splash-for-women-55ml-52768737.html,AV327ST17XI79NAFAMZ,4 out of 5,5 out of 5,Fresh and clean,Very good and long lasting,positive,11-08-2025,by Yasmine
Avuva Cherry Blossom Mini Body Splash – For Women – 55ml,https://www.jumia.com.eg/avuva-cherry-blossom-mini-body-splash-for-women-55ml-52768737.html,AV327ST17XI79NAFAMZ,4 out of 5,5 out of 5,ريحته حلوة,احلى ريحة في المجموعة ولكن مش ثابت زي زمان,neutral,07-08-2025,by Ragia Elsaeed
Avuva Cherry Blossom Mini Body Splash – For Women – 55ml,https://www.jumia.com.eg/avuva-cherry-blossom-mini-body-splash-for-women-55ml-52768737.html,AV327ST17XI79NAFAMZ,4 out of 5,4 out of 5,جيد جدا,اول ماجبته معجبنيش لما صب ت عليه لقيته تحفه ريحه نضافه وكررته تانى,neutral,04-08-2025,by Ghada
Avuva Cherry Blossom Mini Body Splash – For Women – 55ml,https://www.jumia.com.eg/avuva-cherry-blossom-mini-body-splash-for-women-55ml-52768737.html,AV327ST17XI79NAFAMZ,4 out of 5,5 out of 5,جيد,جيد,neutral,03-08-2025,by محمد
Avuva Cherry Blossom Mini Body Splash – For Women – 55ml,https://www.jumia.com.eg/avuva-cherry-blossom-mini-body-splash-for-women-55ml-52768737.html,AV327ST17XI79NAFAMZ,4 out of 5,4 out of 5,حلوة,ريحة مضافة لكن محتاجة تركيز أعلى,neutral,28-07-2025,by Sharihan
